Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Art Director,5.0,2025-04-21,"Former employee, more than 8 years","1. Strong hourly rate:$60/hour translates to approximately $124,800 annually if working fulltime 40 hours/week, 52 weeks, which is solid—especially for contract work.2. Brand prestige:Having Microsoft on your résumé can open doors to future opportunities, even at higher rates.3. Creative influence at scale:You’ll likely work on highvisibility projects, contributing to products or campaigns seen by millions.4. Flexible work structure:Contract roles often come with remote or hybrid options and fewer meetings or internal politics.5. Potential for renewal or internal referrals:Success in the role could lead to longerterm contracts or even fulltime opportunities within Microsoft.","1. No benefits:As a contractor, you probably won’t receive health insurance, paid vacation, or stock options—those are reserved for fulltime employees.2. Inconsistent hours:Contract work may not guarantee 40 hours/week consistently, which affects total takehome pay.3. No paid holidays or sick days:Unless negotiated, days off are usually unpaid.4. Limited internal influence:Contractors may have less say in strategic direction or access to internal resources and systems.5. Taxes & admin overhead:You’re likely considered selfemployed, so you’ll need to set aside taxes, manage invoicing, and potentially deal with HST if you're in Canada.",MicroSoft
Software Engineer I,3.0,2025-08-01,Current employee,Interesting work and good teammates,Not super organized management or dev processes,MicroSoft
Construction Project Manager,5.0,2025-07-26,"Current employee, more than 1 year",Benefits/Work Life Balance are outstanding,Huge organization requires dozens of approvals to get anything done,MicroSoft
Security Specialist,5.0,2025-07-30,Current employee,"Good job, challenging but supports my life out of work",Huge quota and unrealistic goals.,MicroSoft
Product Marketing Manager,5.0,2025-07-18,"Current employee, more than 3 years","Open, kind, compassionate culture. Great people to work with and learn from. Interesting projects and leading in the PMM role definition.","Bureaucracy, Mediocre pay, can get into nonimpactful work easily if the manager is bad.",MicroSoft
Support Escalation Manager,4.0,2025-07-26,Former employee,"Flexible work schedule, generous pay and benefits","Job security is low, corporate reorg can result in eliminating positions, tenure at company irrelevant",MicroSoft
Swe New Grad,4.0,2025-07-27,"Current employee, more than 1 year","Depending on where you end up, decent WLB, great benefits","Work can be slow and tedious, tough to get promos/recognition",MicroSoft
Sr Program Manager,3.0,2025-07-28,"Former employee, more than 3 years","Great Compensation, Flexible Work Hours,","Lack of onboarding programs for new employees, leadership cliques are difficult to break into",MicroSoft
Data Scientist Ii,4.0,2025-07-30,Former employee,"Good WLB, ok pay, good benefits",laying off people like crazy now,MicroSoft
Marketing Product Manager (Pmm),4.0,2025-07-29,Former employee,"great place to be, amazing teams",nothing to be concerned about,MicroSoft
Product Designer,2.0,2025-07-28,"Former employee, more than 5 years",Compensation is fair and the benefits are good,You'll probably hate your life and the people you work with,MicroSoft
Software Developer Ii,1.0,2025-07-30,"Current employee, more than 3 years", Work from home is nice.  Generous 401k Match," Leadership has their heads in the clouds and can only say the word ""AI"" Zero morale.  Lack of direction. Promotion is almost entirely tenure based.",MicroSoft
Senior Applied Scientist,4.0,2025-07-29,"Former employee, more than 3 years",Good vision on AI investment,Worse and worse work life balance,MicroSoft
Ux Researcher Ii,5.0,2025-07-28,Former employee,"Smart colleagues, exciting projects, deep resources and support.",Layoffs and reorgs are regular events.,MicroSoft
Software Engineer (Swe Ii),5.0,2025-07-27,Current employee,Great place to work at. Good pay,Benefits could be better. Food could be better,MicroSoft
Senior Customer Success Manager,2.0,2025-07-27,"Current employee, more than 3 years",Great teams and products. Culture has gone downhill,No reward for great work,MicroSoft
Data Scientist,3.0,2025-07-28,"Current employee, more than 3 years",workflife balance is  still good,the compensation is too low,MicroSoft
Data Anlayst,4.0,2025-07-24,Former employee,"smart people, hard working.  great benefits",job insecurity.  bureaucracy.  easy to get lost and hard to have an impact,MicroSoft
