Job Title Clean	Job Title Entities	Pros Clean	Pros Entities	Cons Clean	Cons Entities	Cleaned Status	Cleaned Rating	Time	Employment_Type	Role_Type	Duration	Company_Name	combined_text	similarity	x	y	Rating_scaled	Role_Type_contractor	Role_Type_employee	Role_Type_freelancer	Role_Type_internship	Role_Type_temporary	hybrid_similarity	relevance_score	relevant	adjusted_score
developer intern	{'NER': [], 'ROLES': ['developer', 'developer-intern', 'intern']}	apart cool campus time	{'NER': [], 'ROLES': []}	total waste organizationnot suitable youngster fresherspoor work life balance	{'NER': [('fresherspoor', 'ORG')], 'ROLES': []}	Former Employee, Less Than 1 Year	1.0	2015-10-20	Former	employee	<1 year	MicroSoft	developer intern apart cool campus time total waste organizationnot suitable youngster fresherspoor work life balance employee	0.49913552	19.503265	61.881626	0.0	0.0	1.0	0.0	0.0	0.0	0.3529420965949528	0.0	0	0.89938027
business intern	{'NER': [], 'ROLES': ['business intern', 'intern']}	mentorship program horizontal mobility great pay	{'NER': [], 'ROLES': ['program', 'great']}	fast pace slow growth opportunity	{'NER': [], 'ROLES': []}	Current Employee, Less Than 1 Year	5.0	2014-05-09	Current	employee	<1 year	Cisco	business intern mentorship program horizontal mobility great pay fast pace slow growth opportunity employee	0.5151186	19.778433	64.19639	1.0	0.0	1.0	0.0	0.0	0.0	0.3642437633829774	1.5	1	0.8956983
senior edi consultant	{'NER': [('edi', 'ORG')], 'ROLES': ['senior edi consultant', 'edi consultant', 'consultant']}	work flexibilty learn opportunity remote work great place	{'NER': [], 'ROLES': ['great']}	great place	{'NER': [], 'ROLES': ['its', 'great']}	Current Employee, More Than 5 Years	5.0	2024-06-17	Current	employee	default	IBM	senior edi consultant work flexibilty learn opportunity remote work great place great place employee	0.5279285	48.619698	1.8583531	1.0	0.0	1.0	0.0	0.0	0.0	0.3733017556079551	1.5	1	0.895136
remote analyst	{'NER': [], 'ROLES': ['remote analyst', 'analyst']}	good ethical value place work truly ensure growth employee	{'NER': [], 'ROLES': ['good', 'employee']}	hardly find	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2012-08-22	Former	employee	1 - 3 year	IBM	remote analyst good ethical value place work truly ensure growth employee hardly find employee	0.5276778	-10.03192	16.463337	0.75	0.0	1.0	0.0	0.0	0.0	0.37312450281434084	0.5	0	0.8947109
procurement consultant	{'NER': [], 'ROLES': ['procurement', 'procurement consultant', 'consultant']}	flexible remote work client travel pretty cool	{'NER': [], 'ROLES': []}	pay align market base consultant	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2023-11-19	Former	employee	1 - 3 year	IBM	procurement consultant flexible remote work client travel pretty cool pay align market base consultant employee	0.52543795	50.078785	2.5366335	0.75	0.0	1.0	0.0	0.0	0.0	0.3715406694797135	1.5	1	0.8909131
learning development specialist	{'NER': [('learning & development', 'ORG')], 'ROLES': ['learning & development', 'learning & development specialist', 'specialist']}	good people great benefit return	{'NER': [], 'ROLES': ['good', 'great']}	work datum center room remote environment position	{'NER': [], 'ROLES': []}	Former Employee	4.0	2024-09-18	Former	employee	default	MicroSoft	learning development specialist good people great benefit return work datum center room remote environment position employee	0.4941545	-4.518384	14.788251	0.75	0.0	1.0	0.0	0.0	0.0	0.3494199754769314	0.5	0	0.8904051
sql intern	{'NER': [('sql', 'ORG')], 'ROLES': ['sql', 'sql intern', 'intern']}	people nice job difficult	{'NER': [], 'ROLES': []}	low salary room negotiate especially beginning career	{'NER': [], 'ROLES': []}	Former Employee, Less Than 1 Year	4.0	2024-08-20	Former	employee	<1 year	IBM	sql intern people nice job difficult low salary room negotiate especially beginning career employee	0.52477014	18.01137	62.84536	0.75	0.0	1.0	0.0	0.0	0.0	0.3710684855401174	0.5	0	0.8897808
remote technical support	{'NER': [], 'ROLES': ['remote technical support', 'technical', 'technical support', 'support']}	say want upper management idea try cut	{'NER': [], 'ROLES': ['management']}	outsource sea mean people know experience loose job expensive true pay	{'NER': [], 'ROLES': ['jobs']}	Current Employee, More Than 8 Years	4.0	2016-12-27	Current	employee	default	IBM	remote technical support say want upper management idea try cut outsource sea mean people know experience loose job expensive true pay employee	0.5246093	-7.480836	18.025219	0.75	0.0	1.0	0.0	0.0	0.0	0.37095484726898836	0.5	0	0.8895082
remote technical support engineer	{'NER': [], 'ROLES': ['remote technical support', 'remote technical support engineer', 'technical', 'technical support', 'technical support engineer', 'support', 'support engineer', 'engineer']}	amazing people amazing talent lot opportunity learn	{'NER': [], 'ROLES': ['talent', 'lots']}	management great helpful	{'NER': [], 'ROLES': ['management', 'great']}	Former Employee, More Than 1 Year	4.0	2017-04-19	Former	employee	1 - 3 year	IBM	remote technical support engineer amazing people amazing talent lot opportunity learn management great helpful employee	0.5241686	-4.0042257	14.929265	0.75	0.0	1.0	0.0	0.0	0.0	0.37064317481764886	0.5	0	0.8887609
swe	{'NER': [('2', 'CARDINAL')], 'ROLES': ['swe', 'swe 2']}	remote work good work life balance	{'NER': [], 'ROLES': ['good']}	mass hiring fire pay	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	3.0	2025-04-03	Current	employee	>3 year	MicroSoft	swe remote work good work life balance mass hiring fire pay employee	0.4930306	-8.954204	18.9625	0.5	0.0	1.0	0.0	0.0	0.0	0.3486252390927144	1.0	0	0.88838
data scientist	{'NER': [], 'ROLES': ['data scientist', 'scientist']}	day work week good	{'NER': [('4 day work week', 'DATE')], 'ROLES': ['good']}	fast leadership good	{'NER': [], 'ROLES': ['leadership', 'good']}	Former Employee	5.0	2024-03-11	Former	employee	default	Bolt	data scientist day work week good fast leadership good employee	0.35885975	-1.0536526	14.164553	1.0	0.0	1.0	0.0	0.0	0.0	0.25375211190224867	0.5	0	0.8883775
partner technical specialist	{'NER': [], 'ROLES': ['partner', 'partner technical specialist', 'technical', 'technical specialist', 'specialist']}	remote work good travel client facing lot opportunity teach	{'NER': [], 'ROLES': ['good', 'lots']}	limited resource complex selling system ecosystem	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	4.0	2025-04-03	Current	employee	1 - 3 year	IBM	partner technical specialist remote work good travel client facing lot opportunity teach limited resource complex selling system ecosystem employee	0.52378213	-5.0933247	14.177381	0.75	0.0	1.0	0.0	0.0	0.0	0.3703698657515039	1.5	1	0.88810563
learn content developer	{'NER': [], 'ROLES': ['learning content developer', 'content developer', 'developer']}	good pay good benefit fully remote	{'NER': [], 'ROLES': ['good', 'good']}	layoff month past couple year	{'NER': [('every 6 months', 'DATE'), ('the past couple years', 'DATE')], 'ROLES': []}	Current Employee, More Than 3 Years	3.0	2024-08-30	Current	employee	>3 year	Cisco	learn content developer good pay good benefit fully remote layoff month past couple year employee	0.5100622	16.209055	28.825504	0.5	0.0	1.0	0.0	0.0	0.0	0.36066838499043036	2.0	1	0.88690615
advertising	{'NER': [], 'ROLES': ['advertising']}	work good team	{'NER': [], 'ROLES': []}	remote meeting favorite	{'NER': [], 'ROLES': []}	Current Employee, Less Than 1 Year	5.0	2024-03-20	Current	employee	<1 year	MicroSoft	advertising work good team remote meeting favorite employee	0.49055827	-11.339354	16.076092	1.0	0.0	1.0	0.0	0.0	0.0	0.34687704990638263	0.5	0	0.88392514
research	{'NER': [], 'ROLES': ['research']}	good place combine academia industry experience give freedom like achieve	{'NER': [], 'ROLES': ['it', 'good', 'it']}	work intern opportunity microsoft give time employee matter	{'NER': [('microsoft', 'ORG')], 'ROLES': ['intern', 'microsoft', 'employee']}	Former Employee	5.0	2010-02-07	Former	employee	default	MicroSoft	research good place combine academia industry experience give freedom like achieve work intern opportunity microsoft give time employee matter employee	0.4903351	12.678002	65.30582	1.0	0.0	1.0	0.0	0.0	0.0	0.3467192464740793	0.5	0	0.883523
security consultant engineer	{'NER': [], 'ROLES': ['security', 'security consultant', 'security consultant/engineer', 'consultant', 'engineer']}	great company culture good network company professional work benefit great person internship experience good	{'NER': [], 'ROLES': ['great', 'great company', 'it', 'networking', 'professional', 'great', 'internship', 'good']}	high expectation new graduate early career locate remote manager report barely meet support properly unfortunate company amazing internship great poor experience	{'NER': [('almost 20', 'CARDINAL')], 'ROLES': ['manager', 'it', 'internship', 'great']}	Former Employee, More Than 1 Year	2.0	2021-07-15	Former	employee	1 - 3 year	Cisco	security consultant engineer great company culture good network company professional work benefit great person internship experience good high expectation new graduate early career locate remote manager report barely meet support properly unfortunate company amazing internship great poor experience employee	0.50811386	10.318857	16.73832	0.25	0.0	1.0	0.0	0.0	0.0	0.3592906683235608	0.0	0	0.88351834
software engineer apprentice	{'NER': [], 'ROLES': ['software', 'software engineer', 'software engineer apprentice', 'engineer', 'apprentice']}	remote equipment setup pay weekly hand code experience learn typescript software development experience valuable day day life engineer project life cycle	{'NER': [('weekly', 'DATE'), ('the day to day', 'DATE')], 'ROLES': ['software', 'software development', 'engineer', 'project']}	see intern role experience role state apprentice background build big barrier good network maybe consider go office team hybrid	{'NER': [], 'ROLES': ['intern', 'apprentice', 'network']}	Former Employee, Less Than 1 Year	4.0	2023-10-22	Former	employee	<1 year	MicroSoft	software engineer apprentice remote equipment setup pay weekly hand code experience learn typescript software development experience valuable day day life engineer project life cycle see intern role experience role state apprentice background build big barrier good network maybe consider go office team hybrid employee	0.49000505	13.83178	59.459835	0.75	0.0	1.0	0.0	0.0	0.0	0.3464858401819676	2.5	1	0.88292825
tech intern	{'NER': [], 'ROLES': ['tech', 'tech intern', 'intern']}	great learning opportunity great work environment	{'NER': [], 'ROLES': ['great', 'great']}	difficult work worth challenge	{'NER': [], 'ROLES': []}	Former Employee, Less Than 1 Year	5.0	2016-02-21	Former	employee	<1 year	Google	tech intern great learning opportunity great work environment difficult work worth challenge employee	0.5311767	17.86211	62.01706	1.0	0.0	1.0	0.0	0.0	0.0	0.3755985723655374	0.5	0	0.878686
technical marketing engineer intern	{'NER': [], 'ROLES': ['technical', 'technical marketing', 'technical marketing engineer', 'technical marketing engineer-intern', 'marketing', 'marketing engineer', 'engineer', 'intern']}	humble smart people great community rewarding work intern level	{'NER': [], 'ROLES': ['great', 'intern']}	think	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	5.0	2022-10-26	Former	employee	1 - 3 year	Cisco	technical marketing engineer intern humble smart people great community rewarding work intern level think employee	0.50350463	17.31936	62.051647	1.0	0.0	1.0	0.0	0.0	0.0	0.3560315366310126	0.5	0	0.8755037
summer research intern	{'NER': [('summer', 'DATE')], 'ROLES': ['summer research intern', 'research', 'research intern', 'intern']}	tentative fast learning process nice atompshere	{'NER': [], 'ROLES': []}	probably need competent ddl	{'NER': [], 'ROLES': []}	Current Employee	5.0	2024-12-15	Current	employee	default	MicroSoft	summer research intern tentative fast learning process nice atompshere probably need competent ddl employee	0.48505822	18.93858	64.87386	1.0	0.0	1.0	0.0	0.0	0.0	0.34298792840374703	0.5	0	0.87401474
senior financial analyst	{'NER': [], 'ROLES': ['senior financial analyst', 'financial analyst', 'analyst']}	great team microsoft pay competitive	{'NER': [('microsoft', 'ORG')], 'ROLES': ['great', 'microsoft']}	remote work unfortunaetly	{'NER': [('100%', 'PERCENT')], 'ROLES': []}	Current Employee	5.0	2024-02-07	Current	employee	default	MicroSoft	senior financial analyst great team microsoft pay competitive remote work unfortunaetly employee	0.4845906	-9.680161	15.581723	1.0	0.0	1.0	0.0	0.0	0.0	0.34265728254193084	1.5	1	0.8731721
summer internship	{'NER': [('summer', 'DATE')], 'ROLES': ['summer internship', 'internship']}	good experience	{'NER': [], 'ROLES': ['it', 'good']}	con good overall	{'NER': [], 'ROLES': ['good']}	Former Employee	5.0	2024-05-01	Former	employee	default	Google	summer internship good experience con good overall employee	0.5268843	18.709787	65.0929	1.0	0.0	1.0	0.0	0.0	0.0	0.3725635096684917	0.5	0	0.8715855
recruiter coordinator	{'NER': [], 'ROLES': ['recruiter', 'recruiter coordinator', 'coordinator']}	remote worker good benefit	{'NER': [], 'ROLES': ['good']}	lack development plan career opportunity	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	3.0	2016-02-27	Current	employee	1 - 3 year	IBM	recruiter coordinator remote worker good benefit lack development plan career opportunity employee	0.51368856	5.6346574	-7.849393	0.5	0.0	1.0	0.0	0.0	0.0	0.36323264739603667	1.0	0	0.8709913
software engineer intern	{'NER': [], 'ROLES': ['software', 'software engineer', 'software engineer intern', 'engineer', 'engineer intern', 'intern']}	wlb good decent pay	{'NER': [], 'ROLES': ['good']}	need work hard find growth opportunity	{'NER': [], 'ROLES': []}	Former Employee, More Than 5 Years	4.0	2025-01-22	Former	employee	default	IBM	software engineer intern wlb good decent pay need work hard find growth opportunity employee	0.5116748	17.233658	59.662292	0.75	0.0	1.0	0.0	0.0	0.0	0.3618087174781318	1.5	1	0.8675769
student software engineer	{'NER': [], 'ROLES': ['student', 'student software engineer', 'software', 'software engineer', 'engineer']}	good job team manager	{'NER': [], 'ROLES': ['good', 'team manager', 'manager']}	far away live place	{'NER': [], 'ROLES': []}	Current Employee	5.0	2023-04-27	Current	employee	default	MicroSoft	student software engineer good job team manager far away live place employee	0.48134226	4.964491	40.108482	1.0	0.0	1.0	0.0	0.0	0.0	0.3403603659152495	0.5	0	0.867319
